x,u,nu
0.27,0.102935186,0.05
0.271,0.102527068,0.05
0.272,0.102120151,0.05
0.273,0.101714436,0.05
0.274,0.101309923,0.05
0.275,0.100906611,0.05
0.276,0.1005045,0.05
0.277,0.100103589,0.05
0.278,0.099703878,0.05
0.279,0.099305367,0.05
0.28,0.098908056,0.05
0.281,0.098511943,0.05
0.282,0.098117028,0.05
0.283,0.097723311,0.05
0.284,0.097330792,0.05
0.285,0.096939469,0.05
0.286,0.096549342,0.05
0.287,0.096160411,0.05
0.288,0.095772674,0.05
0.289,0.095386132,0.05
0.29,0.095000783,0.05
0.291,0.094616627,0.05
0.292,0.094233663,0.05
0.293,0.09385189,0.05
0.294,0.093471307,0.05
0.295,0.093091914,0.05
0.296,0.09271371,0.05
0.297,0.092336693,0.05
0.298,0.091960864,0.05
0.299,0.09158622,0.05
0.3,0.091212762,0.05
0.301,0.090840488,0.05
0.302,0.090469397,0.05
0.303,0.090099488,0.05
0.304,0.08973076,0.05
0.305,0.089363212,0.05
0.306,0.088996843,0.05
0.307,0.088631652,0.05
0.308,0.088267637,0.05
0.309,0.087904799,0.05
0.31,0.087543134,0.05
0.311,0.087182643,0.05
0.312,0.086823324,0.05
0.313,0.086465175,0.05
0.314,0.086108196,0.05
0.315,0.085752385,0.05
0.316,0.085397741,0.05
0.317,0.085044263,0.05
0.318,0.084691948,0.05
0.319,0.084340797,0.05
0.32,0.083990807,0.05
0.321,0.083641978,0.05
0.322,0.083294307,0.05
0.323,0.082947793,0.05
0.324,0.082602435,0.05
0.325,0.082258231,0.05
0.326,0.081915181,0.05
0.327,0.081573281,0.05
0.328,0.081232531,0.05
0.329,0.08089293,0.05
0.33,0.080554475,0.05
0.331,0.080217165,0.05
0.332,0.079880998,0.05
0.333,0.079545974,0.05
0.334,0.079212089,0.05
0.335,0.078879344,0.05
0.336,0.078547734,0.05
0.337,0.078217261,0.05
0.338,0.07788792,0.05
0.339,0.077559711,0.05
0.34,0.077232633,0.05
0.341,0.076906682,0.05
0.342,0.076581858,0.05
0.343,0.076258158,0.05
0.344,0.075935582,0.05
0.345,0.075614126,0.05
0.346,0.07529379,0.05
0.347,0.074974571,0.05
0.348,0.074656467,0.05
0.349,0.074339477,0.05
0.35,0.074023599,0.05
0.351,0.073708831,0.05
0.352,0.07339517,0.05
0.353,0.073082615,0.05
0.354,0.072771164,0.05
0.355,0.072460816,0.05
0.356,0.072151567,0.05
0.357,0.071843416,0.05
0.358,0.071536362,0.05
0.359,0.071230401,0.05
0.36,0.070925532,0.05
0.361,0.070621754,0.05
0.362,0.070319063,0.05
0.363,0.070017458,0.05
0.364,0.069716936,0.05
0.365,0.069417497,0.05
0.366,0.069119137,0.05
0.367,0.068821854,0.05
0.368,0.068525646,0.05
0.369,0.068230512,0.05
0.37,0.067936449,0.05
0.371,0.067643454,0.05
0.372,0.067351526,0.05
0.373,0.067060662,0.05
0.374,0.066770861,0.05
0.375,0.06648212,0.05
0.376,0.066194437,0.05
0.377,0.065907809,0.05
0.378,0.065622235,0.05
0.379,0.065337712,0.05
0.38,0.065054237,0.05
0.381,0.064771809,0.05
0.382,0.064490426,0.05
0.383,0.064210085,0.05
0.384,0.063930783,0.05
0.385,0.063652519,0.05
0.386,0.06337529,0.05
0.387,0.063099094,0.05
0.388,0.062823928,0.05
0.389,0.062549791,0.05
0.39,0.062276679,0.05
0.391,0.062004591,0.05
0.392,0.061733524,0.05
0.393,0.061463475,0.05
0.394,0.061194443,0.05
0.395,0.060926425,0.05
0.396,0.060659419,0.05
0.397,0.060393422,0.05
0.398,0.060128431,0.05
0.399,0.059864445,0.05
0.4,0.059601461,0.05
0.401,0.059339476,0.05
0.402,0.059078489,0.05
0.403,0.058818496,0.05
0.404,0.058559495,0.05
0.405,0.058301485,0.05
0.406,0.058044461,0.05
0.407,0.057788422,0.05
0.408,0.057533366,0.05
0.409,0.05727929,0.05
0.41,0.057026191,0.05
0.411,0.056774067,0.05
0.412,0.056522915,0.05
0.413,0.056272733,0.05
0.414,0.056023519,0.05
0.415,0.05577527,0.05
0.416,0.055527983,0.05
0.417,0.055281657,0.05
0.418,0.055036287,0.05
0.419,0.054791873,0.05
0.42,0.054548411,0.05
0.421,0.054305898,0.05
0.422,0.054064333,0.05
0.423,0.053823713,0.05
0.424,0.053584035,0.05
0.425,0.053345297,0.05
0.426,0.053107496,0.05
0.427,0.052870629,0.05
0.428,0.052634695,0.05
0.429,0.05239969,0.05
0.43,0.052165612,0.05
0.431,0.051932458,0.05
0.432,0.051700226,0.05
0.433,0.051468913,0.05
0.434,0.051238517,0.05
0.435,0.051009035,0.05
0.436,0.050780464,0.05
0.437,0.050552802,0.05
0.438,0.050326047,0.05
0.439,0.050100195,0.05
0.44,0.049875245,0.05
0.441,0.049651193,0.05
0.442,0.049428037,0.05
0.443,0.049205774,0.05
0.444,0.048984402,0.05
0.445,0.048763919,0.05
0.446,0.04854432,0.05
0.447,0.048325605,0.05
0.448,0.048107771,0.05
0.449,0.047890814,0.05
0.45,0.047674732,0.05
0.451,0.047459523,0.05
0.452,0.047245184,0.05
0.453,0.047031713,0.05
0.454,0.046819106,0.05
0.455,0.046607362,0.05
0.456,0.046396477,0.05
0.457,0.046186449,0.05
0.458,0.045977275,0.05
0.459,0.045768953,0.05
0.46,0.045561481,0.05
0.461,0.045354854,0.05
0.462,0.045149072,0.05
0.463,0.044944132,0.05
0.464,0.04474003,0.05
0.465,0.044536764,0.05
0.466,0.044334332,0.05
0.467,0.04413273,0.05
0.468,0.043931957,0.05
0.469,0.04373201,0.05
0.47,0.043532886,0.05
0.471,0.043334583,0.05
0.472,0.043137097,0.05
0.473,0.042940427,0.05
0.474,0.04274457,0.05
0.475,0.042549523,0.05
0.476,0.042355283,0.05
0.477,0.042161848,0.05
0.478,0.041969216,0.05
0.479,0.041777383,0.05
0.48,0.041586348,0.05
0.481,0.041396108,0.05
0.482,0.041206659,0.05
0.483,0.041018,0.05
0.484,0.040830128,0.05
0.485,0.04064304,0.05
0.486,0.040456734,0.05
0.487,0.040271207,0.05
0.488,0.040086456,0.05
0.489,0.03990248,0.05
0.49,0.039719275,0.05
0.491,0.039536838,0.05
0.492,0.039355169,0.05
0.493,0.039174262,0.05
0.494,0.038994118,0.05
0.495,0.038814731,0.05
0.496,0.038636101,0.05
0.497,0.038458224,0.05
0.498,0.038281099,0.05
0.499,0.038104721,0.05
0.5,0.03792909,0.05
0.501,0.037754202,0.05
0.502,0.037580055,0.05
0.503,0.037406646,0.05
0.504,0.037233973,0.05
0.505,0.037062033,0.05
0.506,0.036890823,0.05
0.507,0.036720342,0.05
0.508,0.036550587,0.05
0.509,0.036381554,0.05
0.51,0.036213243,0.05
0.511,0.036045649,0.05
0.512,0.035878771,0.05
0.513,0.035712606,0.05
0.514,0.035547152,0.05
0.515,0.035382406,0.05
0.516,0.035218365,0.05
0.517,0.035055028,0.05
0.518,0.034892391,0.05
0.519,0.034730453,0.05
0.52,0.03456921,0.05
0.521,0.034408661,0.05
0.522,0.034248802,0.05
0.523,0.034089631,0.05
0.524,0.033931147,0.05
0.525,0.033773346,0.05
0.526,0.033616225,0.05
0.527,0.033459784,0.05
0.528,0.033304018,0.05
0.529,0.033148926,0.05
0.53,0.032994505,0.05
0.531,0.032840753,0.05
0.532,0.032687667,0.05
0.533,0.032535245,0.05
0.534,0.032383484,0.05
0.535,0.032232383,0.05
0.536,0.032081938,0.05
0.537,0.031932148,0.05
0.538,0.031783009,0.05
0.539,0.03163452,0.05
0.54,0.031486678,0.05
0.541,0.031339481,0.05
0.542,0.031192926,0.05
0.543,0.031047011,0.05
0.544,0.030901733,0.05
0.545,0.030757091,0.05
0.546,0.030613081,0.05
0.547,0.030469702,0.05
0.548,0.030326952,0.05
0.549,0.030184827,0.05
0.55,0.030043325,0.05
0.551,0.029902445,0.05
0.552,0.029762183,0.05
0.553,0.029622538,0.05
0.554,0.029483507,0.05
0.555,0.029345087,0.05
0.556,0.029207278,0.05
0.557,0.029070075,0.05
0.558,0.028933478,0.05
0.559,0.028797483,0.05
0.56,0.028662088,0.05
0.561,0.028527291,0.05
0.562,0.02839309,0.05
0.563,0.028259483,0.05
0.564,0.028126467,0.05
0.565,0.02799404,0.05
0.566,0.027862199,0.05
0.567,0.027730943,0.05
0.568,0.027600269,0.05
0.569,0.027470175,0.05
0.57,0.027340659,0.05
0.571,0.027211718,0.05
0.572,0.02708335,0.05
0.573,0.026955554,0.05
0.574,0.026828326,0.05
0.575,0.026701665,0.05
0.576,0.026575568,0.05
0.577,0.026450034,0.05
0.578,0.026325059,0.05
0.579,0.026200643,0.05
0.58,0.026076782,0.05
0.581,0.025953474,0.05
0.582,0.025830718,0.05
0.583,0.025708511,0.05
0.584,0.02558685,0.05
0.585,0.025465735,0.05
0.586,0.025345162,0.05
0.587,0.02522513,0.05
0.588,0.025105637,0.05
0.589,0.024986679,0.05
0.59,0.024868256,0.05
0.591,0.024750364,0.05
0.592,0.024633003,0.05
0.593,0.024516169,0.05
0.594,0.024399861,0.05
0.595,0.024284077,0.05
0.596,0.024168814,0.05
0.597,0.024054071,0.05
0.598,0.023939845,0.05
0.599,0.023826134,0.05
0.6,0.023712937,0.05
0.601,0.02360025,0.05
0.602,0.023488073,0.05
0.603,0.023376403,0.05
0.604,0.023265237,0.05
0.605,0.023154575,0.05
0.606,0.023044414,0.05
0.607,0.022934751,0.05
0.608,0.022825585,0.05
0.609,0.022716915,0.05
0.61,0.022608737,0.05
0.611,0.02250105,0.05
0.612,0.022393852,0.05
0.613,0.02228714,0.05
0.614,0.022180914,0.05
0.615,0.02207517,0.05
0.616,0.021969908,0.05
0.617,0.021865124,0.05
0.618,0.021760817,0.05
0.619,0.021656986,0.05
0.62,0.021553627,0.05
0.621,0.02145074,0.05
0.622,0.021348322,0.05
0.623,0.021246371,0.05
0.624,0.021144886,0.05
0.625,0.021043864,0.05
0.626,0.020943304,0.05
0.627,0.020843203,0.05
0.628,0.02074356,0.05
0.629,0.020644372,0.05
0.63,0.020545639,0.05
0.631,0.020447358,0.05
0.632,0.020349527,0.05
0.633,0.020252144,0.05
0.634,0.020155208,0.05
0.635,0.020058716,0.05
0.636,0.019962667,0.05
0.637,0.019867059,0.05
0.638,0.01977189,0.05
0.639,0.019677158,0.05
0.64,0.019582861,0.05
0.641,0.019488998,0.05
0.642,0.019395567,0.05
0.643,0.019302566,0.05
0.644,0.019209993,0.05
0.645,0.019117846,0.05
0.646,0.019026124,0.05
0.647,0.018934824,0.05
0.648,0.018843945,0.05
0.649,0.018753486,0.05
0.65,0.018663444,0.05
0.651,0.018573817,0.05
0.652,0.018484605,0.05
0.653,0.018395804,0.05
0.654,0.018307414,0.05
0.655,0.018219433,0.05
0.656,0.018131858,0.05
0.657,0.018044689,0.05
0.658,0.017957923,0.05
0.659,0.017871559,0.05
0.66,0.017785595,0.05
0.661,0.017700029,0.05
0.662,0.01761486,0.05
0.663,0.017530085,0.05
0.664,0.017445704,0.05
0.665,0.017361715,0.05
0.666,0.017278115,0.05
0.667,0.017194904,0.05
0.668,0.017112079,0.05
0.669,0.017029639,0.05
0.67,0.016947582,0.05
0.671,0.016865907,0.05
0.672,0.016784612,0.05
0.673,0.016703695,0.05
0.674,0.016623154,0.05
0.675,0.016542989,0.05
0.676,0.016463197,0.05
0.677,0.016383777,0.05
0.678,0.016304728,0.05
0.679,0.016226046,0.05
0.68,0.016147732,0.05
0.681,0.016069784,0.05
0.682,0.015992199,0.05
0.683,0.015914976,0.05
0.684,0.015838114,0.05
0.685,0.015761611,0.05
0.686,0.015685466,0.05
0.687,0.015609677,0.05
0.688,0.015534242,0.05
0.689,0.01545916,0.05
0.69,0.01538443,0.05
0.691,0.015310049,0.05
0.692,0.015236017,0.05
0.693,0.015162331,0.05
0.694,0.015088991,0.05
0.695,0.015015994,0.05
0.696,0.01494334,0.05
0.697,0.014871026,0.05
0.698,0.014799052,0.05
0.699,0.014727416,0.05
0.7,0.014656115,0.05
0.701,0.01458515,0.05
0.702,0.014514518,0.05
0.703,0.014444218,0.05
0.704,0.014374248,0.05
0.705,0.014304607,0.05
0.706,0.014235294,0.05
0.707,0.014166307,0.05
0.708,0.014097644,0.05
0.709,0.014029305,0.05
0.71,0.013961287,0.05
0.711,0.01389359,0.05
0.712,0.013826211,0.05
0.713,0.01375915,0.05
0.714,0.013692405,0.05
0.715,0.013625975,0.05
0.716,0.013559859,0.05
0.717,0.013494054,0.05
0.718,0.013428559,0.05
0.719,0.013363374,0.05
0.72,0.013298497,0.05
0.721,0.013233926,0.05
0.722,0.01316966,0.05
0.723,0.013105698,0.05
0.724,0.013042038,0.05
0.725,0.012978679,0.05
0.726,0.012915619,0.05
0.727,0.012852858,0.05
0.728,0.012790394,0.05
0.729,0.012728226,0.05
0.73,0.012666352,0.05
0.731,0.012604771,0.05
0.732,0.012543481,0.05
0.733,0.012482482,0.05
0.734,0.012421772,0.05
0.735,0.01236135,0.05
0.736,0.012301214,0.05
0.737,0.012241364,0.05
0.738,0.012181797,0.05
0.739,0.012122513,0.05
0.74,0.012063511,0.05
0.741,0.012004788,0.05
0.742,0.011946345,0.05
0.743,0.011888179,0.05
0.744,0.011830289,0.05
0.745,0.011772675,0.05
0.746,0.011715334,0.05
0.747,0.011658266,0.05
0.748,0.011601469,0.05
0.749,0.011544943,0.05
0.75,0.011488685,0.05
0.751,0.011432695,0.05
0.752,0.011376972,0.05
0.753,0.011321514,0.05
0.754,0.01126632,0.05
0.755,0.011211389,0.05
0.756,0.011156719,0.05
0.757,0.011102311,0.05
0.758,0.011048161,0.05
0.759,0.01099427,0.05
0.76,0.010940635,0.05
0.761,0.010887257,0.05
0.762,0.010834133,0.05
0.763,0.010781263,0.05
0.764,0.010728645,0.05
0.765,0.010676278,0.05
0.766,0.010624161,0.05
0.767,0.010572294,0.05
0.768,0.010520674,0.05
0.769,0.0104693,0.05
0.77,0.010418172,0.05
0.771,0.010367289,0.05
0.772,0.010316649,0.05
0.773,0.010266251,0.05
0.774,0.010216094,0.05
0.775,0.010166177,0.05
0.776,0.010116499,0.05
0.777,0.010067058,0.05
0.778,0.010017855,0.05
0.779,0.009968886,0.05
0.78,0.009920153,0.05
0.781,0.009871653,0.05
0.782,0.009823385,0.05
0.783,0.009775349,0.05
0.784,0.009727542,0.05
0.785,0.009679965,0.05
0.786,0.009632616,0.05
0.787,0.009585494,0.05
0.788,0.009538599,0.05
0.789,0.009491928,0.05
0.79,0.009445481,0.05
0.791,0.009399257,0.05
0.792,0.009353255,0.05
0.793,0.009307474,0.05
0.794,0.009261912,0.05
0.795,0.00921657,0.05
0.796,0.009171445,0.05
0.797,0.009126538,0.05
0.798,0.009081846,0.05
0.799,0.009037368,0.05
0.8,0.008993105,0.05
0.801,0.008949054,0.05
0.802,0.008905216,0.05
0.803,0.008861588,0.05
0.804,0.00881817,0.05
0.805,0.008774961,0.05
0.806,0.00873196,0.05
0.807,0.008689166,0.05
0.808,0.008646578,0.05
0.809,0.008604195,0.05
0.81,0.008562017,0.05
0.811,0.008520041,0.05
0.812,0.008478268,0.05
0.813,0.008436696,0.05
0.814,0.008395324,0.05
0.815,0.008354152,0.05
0.816,0.008313178,0.05
0.817,0.008272402,0.05
0.818,0.008231822,0.05
0.819,0.008191439,0.05
0.82,0.00815125,0.05
0.821,0.008111255,0.05
0.822,0.008071453,0.05
0.823,0.008031843,0.05
0.824,0.007992424,0.05
0.825,0.007953196,0.05
0.826,0.007914157,0.05
0.827,0.007875307,0.05
0.828,0.007836644,0.05
0.829,0.007798168,0.05
0.83,0.007759878,0.05
0.831,0.007721773,0.05
0.832,0.007683853,0.05
0.833,0.007646115,0.05
0.834,0.007608561,0.05
0.835,0.007571187,0.05
0.836,0.007533995,0.05
0.837,0.007496982,0.05
0.838,0.007460149,0.05
0.839,0.007423494,0.05
0.84,0.007387016,0.05
0.841,0.007350715,0.05
0.842,0.007314589,0.05
0.843,0.007278638,0.05
0.844,0.007242862,0.05
0.845,0.007207259,0.05
0.846,0.007171828,0.05
0.847,0.007136569,0.05
0.848,0.007101481,0.05
0.849,0.007066562,0.05
0.85,0.007031814,0.05
0.851,0.006997233,0.05
0.852,0.00696282,0.05
0.853,0.006928574,0.05
0.854,0.006894494,0.05
0.855,0.00686058,0.05
0.856,0.00682683,0.05
0.857,0.006793243,0.05
0.858,0.00675982,0.05
0.859,0.006726559,0.05
0.86,0.006693459,0.05
0.861,0.00666052,0.05
0.862,0.006627741,0.05
0.863,0.006595121,0.05
0.864,0.006562659,0.05
0.865,0.006530355,0.05
0.866,0.006498208,0.05
0.867,0.006466217,0.05
0.868,0.006434382,0.05
0.869,0.006402701,0.05
0.87,0.006371175,0.05
0.871,0.006339801,0.05
0.872,0.00630858,0.05
0.873,0.006277511,0.05
0.874,0.006246593,0.05
0.875,0.006215825,0.05
0.876,0.006185207,0.05
0.877,0.006154738,0.05
0.878,0.006124417,0.05
0.879,0.006094244,0.05
0.88,0.006064217,0.05
0.881,0.006034337,0.05
0.882,0.006004602,0.05
0.883,0.005975012,0.05
0.884,0.005945566,0.05
0.885,0.005916263,0.05
0.886,0.005887103,0.05
0.887,0.005858085,0.05
0.888,0.005829208,0.05
0.889,0.005800472,0.05
0.89,0.005771876,0.05
0.891,0.00574342,0.05
0.892,0.005715102,0.05
0.893,0.005686922,0.05
0.894,0.005658879,0.05
0.895,0.005630973,0.05
0.896,0.005603203,0.05
0.897,0.005575569,0.05
0.898,0.005548069,0.05
0.899,0.005520703,0.05
0.9,0.005493471,0.05
0.901,0.005466372,0.05
0.902,0.005439405,0.05
0.903,0.00541257,0.05
0.904,0.005385865,0.05
0.905,0.005359291,0.05
0.906,0.005332846,0.05
0.907,0.005306531,0.05
0.908,0.005280344,0.05
0.909,0.005254285,0.05
0.91,0.005228353,0.05
0.911,0.005202548,0.05
0.912,0.005176869,0.05
0.913,0.005151315,0.05
0.914,0.005125886,0.05
0.915,0.005100581,0.05
0.916,0.0050754,0.05
0.917,0.005050342,0.05
0.918,0.005025407,0.05
0.919,0.005000593,0.05
0.92,0.004975901,0.05
0.921,0.004951329,0.05
0.922,0.004926878,0.05
0.923,0.004902546,0.05
0.924,0.004878333,0.05
0.925,0.004854238,0.05
0.926,0.004830262,0.05
0.927,0.004806402,0.05
0.928,0.004782659,0.05
0.929,0.004759033,0.05
0.93,0.004735522,0.05
0.931,0.004712126,0.05
0.932,0.004688844,0.05
0.933,0.004665677,0.05
0.934,0.004642623,0.05
0.935,0.004619682,0.05
0.936,0.004596853,0.05
0.937,0.004574136,0.05
0.938,0.00455153,0.05
0.939,0.004529034,0.05
0.94,0.004506649,0.05
0.941,0.004484374,0.05
0.942,0.004462208,0.05
0.943,0.00444015,0.05
0.944,0.0044182,0.05
0.945,0.004396358,0.05
0.946,0.004374623,0.05
0.947,0.004352994,0.05
0.948,0.004331472,0.05
0.949,0.004310055,0.05
0.95,0.004288743,0.05
0.951,0.004267535,0.05
0.952,0.004246431,0.05
0.953,0.004225431,0.05
0.954,0.004204534,0.05
0.955,0.004183739,0.05
0.956,0.004163047,0.05
0.957,0.004142455,0.05
0.958,0.004121965,0.05
0.959,0.004101575,0.05
0.96,0.004081286,0.05
0.961,0.004061095,0.05
0.962,0.004041004,0.05
0.963,0.004021012,0.05
0.964,0.004001117,0.05
0.965,0.003981321,0.05
0.966,0.003961621,0.05
0.967,0.003942018,0.05
0.968,0.003922512,0.05
0.969,0.003903101,0.05
0.97,0.003883785,0.05
0.971,0.003864564,0.05
0.972,0.003845438,0.05
0.973,0.003826406,0.05
0.974,0.003807467,0.05
0.975,0.003788621,0.05
0.976,0.003769867,0.05
0.977,0.003751206,0.05
0.978,0.003732637,0.05
0.979,0.003714158,0.05
0.98,0.003695771,0.05
0.981,0.003677474,0.05
0.982,0.003659266,0.05
0.983,0.003641149,0.05
0.984,0.00362312,0.05
0.985,0.00360518,0.05
0.986,0.003587328,0.05
0.987,0.003569564,0.05
0.988,0.003551887,0.05
0.989,0.003534297,0.05
0.99,0.003516794,0.05
0.991,0.003499376,0.05
0.992,0.003482045,0.05
0.993,0.003464798,0.05
0.994,0.003447637,0.05
0.995,0.003430559,0.05
0.996,0.003413566,0.05
0.997,0.003396657,0.05
0.998,0.00337983,0.05
0.999,0.003363087,0.05
1,0.003346425,0.05
